ActivityStartDate,HydrologicEvent,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,DetectionQuantitationLimitMeasure/MeasureValue,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,ResultMeasure/MeasureUnitCode,DetectionQuantitationLimitMeasure/MeasureUnitCode,LastUpdated,ProviderName,OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,MeasureQualifierCode,ResultStatusIdentifier,ResultValueTypeName,USGSPCode,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext
6/21/2021,,,Escherichia coli,Total,0.5,,9223 B ~ Enzyme Substrate Test,https://www.nemi.gov/methods/method_summary/5583,,,,,MPN/100mL,,2021-08-31T11:27:40,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-Field Blank_210621,Quality Control Sample-Field Blank,Water,,10:43:00,EST,DCWQD,District of Columbia Water Quality Data,,DOEE-RCR01,Rock Creek 1,,,,38.98668333,-77.0623,Grab,DOEE,Bucket/Bottle Grab,,Water Bottle,STORET-911498612,,Final,Actual,,9223-B,APHA_SM22ED
5/10/2021,,,DG3 DNA marker,Field,127,,,,,,,,copies/mL,,2022-12-22T18:17:40,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_210510_21-1103,Field Msr/Obs,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,,,,,,STORET-960341069,,Final,Actual,,,
12/20/2021,,,HF183 DNA marker,Field,3212,,,,,,,,copies/mL,,2022-12-22T18:17:46,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_211220_21-3862,Field Msr/Obs,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,,,,,,STORET-960341730,,Final,Actual,,,
12/6/2021,,,Escherichia coli,Total,100,,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,,,,,,MPN/100mL,,2022-12-22T16:08:50,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_211206_21-3764_0.1,Sample-Routine,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,Grab,DOEE,Bucket/Bottle Grab,,Water Bottle,STORET-960314140,,Final,Actual,,COLILERT-182000,IDEXX
4/12/2021,,,BacR DNA marker,Field,124,,,,,,,,copies/mL,,2022-12-22T18:17:39,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_210412_21-0697,Field Msr/Obs,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,,,,,,STORET-960340972,,Final,Actual,,,
12/20/2021,,,DG3 DNA marker,Field,103,,,,,,,,copies/mL,,2022-12-22T18:17:46,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_211220_21-3862,Field Msr/Obs,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,,,,,,STORET-960341728,,Final,Actual,,,
3/15/2021,,,HF183 DNA marker,Field,870,,,,,,,,copies/mL,,2022-12-22T18:17:38,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_210315_21-0457,Field Msr/Obs,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,,,,,,STORET-960340905,,Final,Actual,,,
11/2/2021,,,Escherichia coli,Total,866,,9223 B ~ Enzyme Substrate Test,https://www.nemi.gov/methods/method_summary/5583,,,,,MPN/100mL,,2021-12-03T11:59:37,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-TDA01_211102,Sample-Routine,Water,,10:46:00,EST,DCWQD,District of Columbia Water Quality Data,,DOEE-TDA01,Dalecarlia,,,,38.94586667,-77.10698333,Grab,DOEE,Bucket/Bottle Grab,,Water Bottle,STORET-921132077,,Final,Actual,,9223-B,APHA_SM22ED
10/14/2021,,,Escherichia coli,Total,100,,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,,,,,,MPN/100mL,,2022-12-22T16:08:48,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_211014_21-3192_0.1,Sample-Routine,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,Grab,DOEE,Bucket/Bottle Grab,,Water Bottle,STORET-960314110,,Final,Actual,,COLILERT-182000,IDEXX
11/8/2021,,,HF183 DNA marker,Field,162,,,,,,,,copies/mL,,2022-12-22T18:17:45,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_211108_21-3569,Field Msr/Obs,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,,,,,,STORET-960341615,,Final,Actual,,,
6/21/2021,,,Escherichia coli,Total,238,,9223 B ~ Enzyme Substrate Test,https://www.nemi.gov/methods/method_summary/5583,,,,,MPN/100mL,,2021-08-31T11:27:40,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_210621,Sample-Routine,Water,,10:43:00,EST,DCWQD,District of Columbia Water Quality Data,,DOEE-RCR01,Rock Creek 1,,,,38.98668333,-77.0623,Grab,DOEE,Bucket/Bottle Grab,,Water Bottle,STORET-911498610,,Final,Actual,,9223-B,APHA_SM22ED
6/21/2021,,,Escherichia coli,Total,620,,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,,,,,,MPN/100mL,,2022-12-22T16:08:44,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_210621_21-1707_0.1,Sample-Routine,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,Grab,DOEE,Bucket/Bottle Grab,,Water Bottle,STORET-960314047,,Final,Actual,,COLILERT-182000,IDEXX
10/25/2021,,,Escherichia coli,Total,310,,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,,,,,,MPN/100mL,,2022-12-22T16:08:48,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_211025_21-3364_0.1,Sample-Routine,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,Grab,DOEE,Bucket/Bottle Grab,,Water Bottle,STORET-960314116,,Final,Actual,,COLILERT-182000,IDEXX
3/2/2021,,,Escherichia coli,Total,38,,9223 B ~ Enzyme Substrate Test,https://www.nemi.gov/methods/method_summary/5583,,,,,MPN/100mL,,2021-08-31T11:27:33,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-TDA01_210302,Sample-Routine,Water,,10:33:00,EST,DCWQD,District of Columbia Water Quality Data,,DOEE-TDA01,Dalecarlia,,,,38.94586667,-77.10698333,Grab,DOEE,Bucket/Bottle Grab,,Water Bottle,STORET-911497355,,Final,Actual,,9223-B,APHA_SM22ED
6/1/2021,,,Escherichia coli,Total,461,,9223 B ~ Enzyme Substrate Test,https://www.nemi.gov/methods/method_summary/5583,,,,,MPN/100mL,,2021-08-31T11:27:37,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR12_210601,Quality Control Sample-Field Replicate,Water,,10:02:00,EST,DCWQD,District of Columbia Water Quality Data,,DOEE-RCR01,Rock Creek 1,,,,38.98668333,-77.0623,Grab,DOEE,Bucket/Bottle Grab,,Water Bottle,STORET-911498226,,Final,Actual,,9223-B,APHA_SM22ED
5/5/2021,,,Escherichia coli,Total,1340,,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,,,,,,MPN/100mL,,2022-12-22T16:08:42,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_210505_21-1012_0.1,Sample-Routine,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,Grab,DOEE,Bucket/Bottle Grab,,Water Bottle,STORET-960314007,,Final,Actual,,COLILERT-182000,IDEXX
2/3/2021,,,DG3 DNA marker,Field,401,,,,,,,,copies/mL,,2022-12-22T18:17:37,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_210203_21-0140,Field Msr/Obs,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,,,,,,STORET-960340788,,Final,Actual,,,
10/14/2021,,,DG3 DNA marker,Field,295,,,,,,,,copies/mL,,2022-12-22T18:17:44,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_211014_21-3192,Field Msr/Obs,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,,,,,,STORET-960341514,,Final,Actual,,,
7/19/2021,,,Escherichia coli,Total,410.6,,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,,,,,,MPN/100mL,,2022-12-22T16:08:45,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_210719_21-2097_0.1,Sample-Routine,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,Grab,DOEE,Bucket/Bottle Grab,,Water Bottle,STORET-960314066,,Final,Actual,,COLILERT/2000,IDEXX
11/8/2021,,,BacR DNA marker,Field,107,,,,,,,,copies/mL,,2022-12-22T18:17:45,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_211108_21-3569,Field Msr/Obs,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,,,,,,STORET-960341616,,Final,Actual,,,
4/12/2021,,,Escherichia coli,Total,960,,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,,,,,,MPN/100mL,,2022-12-22T16:08:42,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_210412_21-0697_0.1,Sample-Routine,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,Grab,DOEE,Bucket/Bottle Grab,,Water Bottle,STORET-960313995,,Final,Actual,,COLILERT-182000,IDEXX
11/8/2021,,,Escherichia coli,Total,100,,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,,,,,,MPN/100mL,,2022-12-22T16:08:49,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_211108_21-3569_0.1,Sample-Routine,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,Grab,DOEE,Bucket/Bottle Grab,,Water Bottle,STORET-960314128,,Final,Actual,,COLILERT-182000,IDEXX
11/22/2021,,,DG3 DNA marker,Field,79,,,,,,,,copies/mL,,2022-12-22T18:17:46,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_211122_21-3665,Field Msr/Obs,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,,,,,,STORET-960341662,,Final,Actual,,,
10/25/2021,,,GFD DNA marker,Field,2258,,,,,,,,copies/mL,,2022-12-22T18:17:45,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_211025_21-3364,Field Msr/Obs,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,,,,,,STORET-960341548,,Final,Actual,,,
2/3/2021,,,GFD DNA marker,Field,349,,,,,,,,copies/mL,,2022-12-22T18:17:37,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_210203_21-0140,Field Msr/Obs,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,,,,,,STORET-960340789,,Final,Actual,,,
3/29/2021,,,BacR DNA marker,Field,200,,,,,,,,copies/mL,,2022-12-22T18:17:39,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_210329_21-0571,Field Msr/Obs,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,,,,,,STORET-960340939,,Final,Actual,,,
6/21/2021,,,DG3 DNA marker,Field,99,,,,,,,,copies/mL,,2022-12-22T18:17:41,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_210621_21-1707,Field Msr/Obs,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,,,,,,STORET-960341168,,Final,Actual,,,
10/29/2021,,,Escherichia coli,Total,1460,,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,,,,,,MPN/100mL,,2022-12-22T16:08:49,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_211029_21-3458_0.1,Sample-Routine,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,Grab,DOEE,Bucket/Bottle Grab,,Water Bottle,STORET-960314122,,Final,Actual,,COLILERT-182000,IDEXX
3/2/2021,,,Escherichia coli,Total,285.1,,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,,,,,,MPN/100mL,,2022-12-22T16:08:41,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_210302_21-0356_0.1,Sample-Routine,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,Grab,DOEE,Bucket/Bottle Grab,,Water Bottle,STORET-960313978,,Final,Actual,,COLILERT/2000,IDEXX
6/15/2021,,,Escherichia coli,Total,2430,,9223 B ~ Enzyme Substrate Test,https://www.nemi.gov/methods/method_summary/5583,,,,,MPN/100mL,,2021-08-31T11:27:39,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-TDA01_210615,Sample-Routine,Water,,11:00:00,EST,DCWQD,District of Columbia Water Quality Data,,DOEE-TDA01,Dalecarlia,,,,38.94586667,-77.10698333,Grab,DOEE,Bucket/Bottle Grab,,Water Bottle,STORET-911498468,,Final,Actual,,9223-B,APHA_SM22ED
4/26/2021,,,Escherichia coli,Total,547.5,,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,,,,,,MPN/100mL,,2022-12-22T16:08:42,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_210426_21-0901_0.1,Sample-Routine,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,Grab,DOEE,Bucket/Bottle Grab,,Water Bottle,STORET-960314002,,Final,Actual,,COLILERT/2000,IDEXX
8/10/2021,,,Escherichia coli,Total,2430,,9223 B ~ Enzyme Substrate Test,https://www.nemi.gov/methods/method_summary/5583,,,,,MPN/100mL,,2021-10-21T11:04:47,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR12_210810,Quality Control Sample-Field Replicate,Water,,11:34:00,EST,DCWQD,District of Columbia Water Quality Data,,DOEE-RCR01,Rock Creek 1,,,,38.98668333,-77.0623,Grab,DOEE,Bucket/Bottle Grab,,Water Bottle,STORET-916502859,,Final,Actual,,9223-B,APHA_SM22ED
12/20/2021,,,BacR DNA marker,Field,52,,,,,,,,copies/mL,,2022-12-22T18:17:46,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_211220_21-3862,Field Msr/Obs,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,,,,,,STORET-960341731,,Final,Actual,,,
9/13/2021,,,DG3 DNA marker,Field,105,,,,,,,,copies/mL,,2022-12-22T18:17:44,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_210913_21-2802,Field Msr/Obs,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,,,,,,STORET-960341448,,Final,Actual,,,
3/29/2021,,,HF183 DNA marker,Field,713,,,,,,,,copies/mL,,2022-12-22T18:17:39,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_210329_21-0571,Field Msr/Obs,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,,,,,,STORET-960340938,,Final,Actual,,,
10/14/2021,,,HF183 DNA marker,Field,498,,,,,,,,copies/mL,,2022-12-22T18:17:44,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_211014_21-3192,Field Msr/Obs,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,,,,,,STORET-960341516,,Final,Actual,,,
3/15/2021,,,GFD DNA marker,Field,211,,,,,,,,copies/mL,,2022-12-22T18:17:38,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_210315_21-0457,Field Msr/Obs,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,,,,,,STORET-960340904,,Final,Actual,,,
8/16/2021,,,Escherichia coli,Total,2430,,9223 B ~ Enzyme Substrate Test,https://www.nemi.gov/methods/method_summary/5583,,,,,MPN/100mL,,2021-10-21T11:04:48,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR12_210816,Quality Control Sample-Field Replicate,Water,,9:44:00,EST,DCWQD,District of Columbia Water Quality Data,,DOEE-RCR01,Rock Creek 1,,,,38.98668333,-77.0623,Grab,DOEE,Bucket/Bottle Grab,,Water Bottle,STORET-916502875,,Final,Actual,,9223-B,APHA_SM22ED
6/21/2021,,,GFD DNA marker,Field,55,,,,,,,,copies/mL,,2022-12-22T18:17:41,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_210621_21-1707,Field Msr/Obs,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,,,,,,STORET-960341169,,Final,Actual,,,
8/2/2021,,,DG3 DNA marker,Field,282,,,,,,,,copies/mL,,2022-12-22T18:17:42,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_210802_21-2284,Field Msr/Obs,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,,,,,,STORET-960341316,,Final,Actual,,,
9/1/2021,,,DG3 DNA marker,Field,1084,,,,,,,,copies/mL,,2022-12-22T18:17:43,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_210901_21-2688,Field Msr/Obs,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,,,,,,STORET-960341414,,Final,Actual,,,
4/26/2021,,,DG3 DNA marker,Field,87,,,,,,,,copies/mL,,2022-12-22T18:17:39,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_210426_21-0901,Field Msr/Obs,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,,,,,,STORET-960341002,,Final,Actual,,,
6/1/2021,,,Escherichia coli,Total,317,,9223 B ~ Enzyme Substrate Test,https://www.nemi.gov/methods/method_summary/5583,,,,,MPN/100mL,,2021-08-31T11:27:37,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_210601,Sample-Routine,Water,,10:02:00,EST,DCWQD,District of Columbia Water Quality Data,,DOEE-RCR01,Rock Creek 1,,,,38.98668333,-77.0623,Grab,DOEE,Bucket/Bottle Grab,,Water Bottle,STORET-911498225,,Final,Actual,,9223-B,APHA_SM22ED
11/22/2021,,,GFD DNA marker,Field,5022,,,,,,,,copies/mL,,2022-12-22T18:17:46,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_211122_21-3665,Field Msr/Obs,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,,,,,,STORET-960341663,,Final,Actual,,,
3/2/2021,,,HF183 DNA marker,Field,1397,,,,,,,,copies/mL,,2022-12-22T18:17:38,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_210302_21-0356,Field Msr/Obs,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,,,,,,STORET-960340872,,Final,Actual,,,
1/5/2021,,,Escherichia coli,Total,84,,9223 B ~ Enzyme Substrate Test,https://www.nemi.gov/methods/method_summary/5583,,,,,MPN/100mL,,2021-08-31T11:27:30,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-TDA01_210105,Sample-Routine,Water,,10:27:00,EST,DCWQD,District of Columbia Water Quality Data,,DOEE-TDA01,Dalecarlia,,,,38.94586667,-77.10698333,Grab,DOEE,Bucket/Bottle Grab,,Water Bottle,STORET-911496943,,Final,Actual,,9223-B,APHA_SM22ED
9/20/2021,,,Escherichia coli,Total,1414,,9223 B ~ Enzyme Substrate Test,https://www.nemi.gov/methods/method_summary/5583,,,,,MPN/100mL,,2021-10-21T11:04:53,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-TDA01_210920,Sample-Routine,Water,,10:43:00,EST,DCWQD,District of Columbia Water Quality Data,,DOEE-TDA01,Dalecarlia,,,,38.94586667,-77.10698333,Grab,DOEE,Bucket/Bottle Grab,,Water Bottle,STORET-916503136,,Final,Actual,,9223-B,APHA_SM22ED
7/19/2021,,,DG3 DNA marker,Field,51,,,,,,,,copies/mL,,2022-12-22T18:17:42,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_210719_21-2097,Field Msr/Obs,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,,,,,,STORET-960341283,,Final,Actual,,,
11/8/2021,,,GFD DNA marker,Field,11455,,,,,,,,copies/mL,,2022-12-22T18:17:45,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_211108_21-3569,Field Msr/Obs,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,,,,,,STORET-960341614,,Final,Actual,,,
11/22/2021,,,Escherichia coli,Total,248.1,,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,,,,,,MPN/100mL,,2022-12-22T16:08:50,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_211122_21-3665_0.1,Sample-Routine,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,Grab,DOEE,Bucket/Bottle Grab,,Water Bottle,STORET-960314135,,Final,Actual,,COLILERT/2000,IDEXX
5/5/2021,,,GFD DNA marker,Field,71,,,,,,,,copies/mL,,2022-12-22T18:17:39,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_210505_21-1012,Field Msr/Obs,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,,,,,,STORET-960341036,,Final,Actual,,,
2/3/2021,,,Escherichia coli,Total,310,,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,,,,,,MPN/100mL,,2022-12-22T16:08:40,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_210203_21-0140_0.1,Sample-Routine,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,Grab,DOEE,Bucket/Bottle Grab,,Water Bottle,STORET-960313964,,Final,Actual,,COLILERT-182000,IDEXX
11/22/2021,,,BacR DNA marker,Field,55,,,,,,,,copies/mL,,2022-12-22T18:17:46,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_211122_21-3665,Field Msr/Obs,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,,,,,,STORET-960341665,,Final,Actual,,,
8/30/2021,,,BacR DNA marker,Field,159,,,,,,,,copies/mL,,2022-12-22T18:17:43,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_210830_21-2672,Field Msr/Obs,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,,,,,,STORET-960341385,,Final,Actual,,,
8/30/2021,,,Escherichia coli,Total,200,,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,,,,,,MPN/100mL,,2022-12-22T16:08:46,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_210830_21-2672_0.1,Sample-Routine,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,Grab,DOEE,Bucket/Bottle Grab,,Water Bottle,STORET-960314084,,Final,Actual,,COLILERT-182000,IDEXX
10/29/2021,,,HF183 DNA marker,Field,515,,,,,,,,copies/mL,,2022-12-22T18:17:45,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_211029_21-3458,Field Msr/Obs,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,,,,,,STORET-960341582,,Final,Actual,,,
4/26/2021,,,Escherichia coli,Total,410,,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,,,,,,MPN/100mL,,2022-12-22T16:08:42,STORET,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,DOEE-RCR01_210426_21-0901_0.1,Sample-Routine,Water,,,,MST,Microbial Source Tracking,,DOEE-RCR1,"Rock Creek, MD-DC border",,,,38.98698,-77.05244,Grab,DOEE,Bucket/Bottle Grab,,Water Bottle,STORET-960314001,,Final,Actual,,COLILERT-182000,IDEXX
